date,provider,game,row_count,requests,impressions,clicks,revenue
2020-05-17,adcolony,ninjarunfree,8,77,56,4,0.0
2020-05-17,admob,android_battletanksbeta,585,4533640,28372,573,487.64664540812373
2020-05-17,applovin,android_sniper3d,1282,0,755336,231126,1824.9300049152225
2020-05-17,chartboost,ninjarunfree,233,0,3336,753,0.3237226382261724
2020-05-17,ironsource,battletanksbeta,843,0,5696,807,35.82999983802438
2020-05-17,vungle,android_battleroyale,122,0,0,0,0.0
2020-05-17,admob,battletanksbeta,1073,1035760,15348,333,311.69056033482775
2020-05-17,vungle,ninjarunfree,36,0,0,0,0.0
2020-05-17,applovin,ninjarunfree,98,0,2667,689,1.6899999994784594
2020-05-17,tiktok,battletanksbeta,3,0,0,0,0.0
2020-05-17,unityads,battletanksbeta,500,196285,17311,0,137.08999946527183
2020-05-17,facebook,sniper3d,4137,59945540,677654,6909,3228.0003543403
2020-05-17,unityads,android_battleroyale,835,1508212,45887,0,207.8600006196648
2020-05-17,mintegral,flightpilot,370,277828,4706,2148,14.680000055581331
2020-05-17,facebook,battleroyale,2090,6482199,36561,564,569.465976931795
2020-05-17,unityads,android_flightpilot,1109,533572,116320,0,298.419999120757
2020-05-17,chartboost,android_sniper3d,861,0,116431,200,909.5773841107657
2020-05-17,ironsource,android_sniper3d,485,0,3399,13,2.959999978542328
2020-05-17,vungle,flightpilot,216,0,132,18,0.0
2020-05-17,admob,android_battleroyale,1220,5333663,6165,107,89.34695376828313
2020-05-17,mopub,flightpilot,170,952,0,0,0.0
2020-05-17,applovin,android_battletanksbeta,136,0,3854,1059,20.89999996125698
2020-05-17,unityads,android_sniper3d,3025,9761119,4103910,0,9945.809980060905
2020-05-17,adcolony,android_flightpilot,58,156,150,37,0.14758699823869392
2020-05-17,admob,android_sniper3d,1332,104775394,562314,9355,6225.0964820198715
2020-05-17,admob,flightpilot,1345,505039,8976,364,94.8245244694408
2020-05-18,vungle,ninjarunfree,45,0,0,0,0.0
2020-05-18,ironsource,flightpilot,1271,0,7283,1683,46.53000043705106
2020-05-18,mintegral,ninjarunfree,577,117332,3500,2487,34.88000022806227
2020-05-18,vungle,flightpilot,193,0,128,18,2.380000114440918
2020-05-18,facebook,android_battletanksbeta,589,4083300,12230,196,158.703072023578
2020-05-18,tiktok,sniper3d,68,0,515892,17169,3832.0999949276447
2020-05-18,ironsource,sniper3d,3122,0,230046,55747,2047.9599767625332
2020-05-18,unityads,android_flightpilot,1056,493510,104964,0,261.01000026986003
2020-05-18,facebook,android_flightpilot,2353,3285564,25478,737,279.8450374911772
2020-05-18,vungle,android_flightpilot,604,0,278,115,0.0
2020-05-18,mopub,sniper3d,1343,20892592,156198,22294,1014.0635885798838
2020-05-18,chartboost,android_flightpilot,296,0,7305,528,3.376965313716937
2020-05-18,applovin,android_sniper3d,1486,0,762500,236061,1864.580003105104
2020-05-18,ironsource,android_battleroyale,1488,0,31750,6882,34.109999883919954
2020-05-18,mopub,android_flightpilot,363,217930,140,3,0.03217935025168117
2020-05-18,adcolony,sniper3d,15,75,70,1,0.0
2020-05-18,admob,android_sniper3d,1330,100163959,458097,7453,5097.436259665526
2020-05-18,ironsource,battletanksbeta,846,0,5720,866,35.8100002091378
2020-05-18,ironsource,android_sniper3d,502,0,3611,15,3.9799998998641968
2020-05-18,unityads,flightpilot,651,59482,20759,0,100.1400003042072
2020-05-18,tiktok,flightpilot,4,0,7,0,0.0
2020-05-18,admob,ninjarunfree,612,147717,2294,195,23.29774336342234
2020-05-18,admob,flightpilot,1334,449935,7686,330,88.12463580816984
2020-05-18,unityads,ninjarunfree,280,21075,3424,0,4.529999976977706
2020-05-18,unityads,battleroyale,625,1006039,80152,0,364.0900002270937
2020-05-18,unityads,battletanksbeta,493,185617,17201,0,134.3899995815009
2020-05-18,facebook,android_sniper3d,4095,164003956,764718,11522,1718.111211803298
2020-05-18,chartboost,android_sniper3d,805,0,121057,201,891.7861091653176
2020-05-18,ironsource,android_battletanksbeta,564,0,3216,899,16.90000000409782
2020-05-18,inmobi,android_sniper3d,44,1227,2,0,0.0
2020-05-18,facebook,android_battleroyale,2653,9580845,40345,552,271.4500601537875
2020-05-18,admob,battletanksbeta,1058,979017,14241,300,293.655903052073
2020-05-18,unityads,android_battleroyale,812,1496206,39420,0,180.87999886460602
2020-05-18,vungle,battleroyale,26,0,0,0,0.0
2020-05-18,chartboost,ninjarunfree,225,0,2844,782,0.3894211537844967
2020-05-18,facebook,battletanksbeta,1434,1224030,10238,181,190.626293042209
2020-05-18,admob,sniper3d,1345,34647565,251521,4771,3842.393718086183
2020-05-18,scalemonk,flightpilot,1,"",12,"",0.029580000787973404
2020-05-18,applovin,battletanksbeta,231,0,5545,997,24.52000013552606
2020-05-18,admob,android_battletanksbeta,581,4242681,26617,450,461.3463579234667
2020-05-18,vungle,android_battleroyale,97,0,0,0,0.0
2020-05-18,facebook,battleroyale,2046,6755085,29909,465,417.1884599523619
2020-05-18,ironsource,battleroyale,1472,0,13622,4152,118.68999997526407
2020-05-18,unityads,sniper3d,2276,3043781,1289001,0,6027.759978754446
2020-05-18,facebook,flightpilot,1399,39943,6456,181,53.07880633510649
2020-05-18,chartboost,flightpilot,37,0,220,29,0.10722425978747196
2020-05-18,admob,android_battleroyale,1233,5237653,5561,102,88.48042890848592
2020-05-18,facebook,sniper3d,4124,57822849,638871,6037,2634.4914771322365
2020-05-18,adcolony,android_flightpilot,59,165,155,38,0.11876699927961454
2020-05-18,admob,battleroyale,869,3679232,8209,208,189.91250951495022
2020-05-18,tiktok,battletanksbeta,2,0,0,0,0.0
2020-05-18,tiktok,battleroyale,6,0,7007,525,61.79999923706055
2020-05-18,mopub,android_sniper3d,1327,66279525,386359,51204,1293.4624579089577
2020-05-18,adcolony,flightpilot,138,1427,1429,406,5.98867490561679
2020-05-18,facebook,ninjarunfree,797,101382,3629,184,33.41477894107811
2020-05-18,ironsource,android_flightpilot,1913,0,68178,19140,66.8800001796335
2020-05-18,chartboost,sniper3d,817,0,283496,182,2810.29243184792
2020-05-18,adcolony,android_sniper3d,21,69,65,3,0.010640000167768449
2020-05-18,applovin,sniper3d,507,0,101015,28256,1023.7300078403205
2020-05-18,unityads,android_battletanksbeta,438,1234705,307156,0,318.870000962168
2020-05-18,unityads,android_sniper3d,2944,9208227,3789143,0,8814.909987643361
2020-05-18,vungle,android_sniper3d,1544,0,1793211,559072,3681.639996416867
2020-05-18,ironsource,ninjarunfree,1729,0,4513,1608,46.719998866319656
2020-05-18,vungle,sniper3d,1166,0,356901,240919,4933.979993807152
2020-05-18,mopub,flightpilot,138,838,0,0,0.0
2020-05-18,applovin,android_battletanksbeta,139,0,3997,1106,20.610000064596534
2020-05-18,admob,android_flightpilot,1531,3346165,73332,1953,576.1708233727986
2020-05-18,applovin,flightpilot,248,0,7661,2547,48.02000008523464
2020-05-18,mintegral,flightpilot,372,248710,3858,1696,11.699999943375587
2020-05-18,adcolony,ninjarunfree,6,14,13,0,5.600000149570405E-4
2020-05-18,applovin,ninjarunfree,106,0,2344,553,1.07999999076128
2020-05-18,applovin,battleroyale,94,0,2281,691,34.110000194981694
2020-05-18,inmobi,ninjarunfree,32,2228,47,6,0.03400000010151416
2020-05-18,applovin,android_battleroyale,208,0,2831,1168,15.089999947696924
2020-05-18,applovin,android_flightpilot,692,0,68068,29880,173.16999951191247
2020-05-19,adcolony,android_flightpilot,60,165,145,35,0.0579529995447956
2020-05-19,applovin,sniper3d,491,0,90279,25029,995.7000140734017
2020-05-19,vungle,android_battleroyale,110,0,0,0,0.0
2020-05-19,unityads,ninjarunfree,287,20776,3412,0,4.540000012144446
2020-05-19,facebook,android_battleroyale,2686,9397719,45497,746,295.00689566952497
2020-05-19,facebook,battletanksbeta,1393,1269286,10354,206,190.79797702701762
2020-05-19,applovin,android_sniper3d,1452,0,736285,223270,1855.3499836698174
2020-05-19,ironsource,sniper3d,3093,0,224346,47086,1990.6299934908748
2020-05-19,adcolony,ninjarunfree,4,23,8,0,0.0
2020-05-19,admob,android_battletanksbeta,581,4421132,26858,508,448.0394784794189
2020-05-19,mintegral,ninjarunfree,620,113637,3128,2165,31.159999508410692
2020-05-19,applovin,android_flightpilot,686,0,63390,27983,146.69999920390546
2020-05-19,tiktok,battletanksbeta,3,0,0,0,0.0
2020-05-19,applovin,flightpilot,291,0,7818,2551,49.65000003948808
2020-05-19,unityads,android_sniper3d,2873,9152456,3707557,0,8395.44999672845
2020-05-19,chartboost,android_sniper3d,865,0,115583,722,943.8301294269622
2020-05-19,ironsource,android_battleroyale,1492,0,33384,7114,35.55999999679625
2020-05-19,ironsource,flightpilot,1246,0,8276,1838,56.349999476224184
2020-05-19,ironsource,battleroyale,1454,0,14263,4714,125.36999838799238
2020-05-19,admob,battletanksbeta,1057,1062504,14619,262,276.54867798741907
2020-05-19,admob,android_flightpilot,1547,3267860,74914,2044,561.0312354521175
2020-05-19,applovin,battleroyale,88,0,2130,742,34.29000034555793
2020-05-19,admob,sniper3d,1348,33803229,244072,5470,3512.096327619627
2020-05-19,applovin,ninjarunfree,114,0,2029,489,1.2299999948590994
2020-05-19,inmobi,android_sniper3d,43,1858,0,0,0.0
2020-05-19,vungle,ninjarunfree,39,0,0,0,0.0
2020-05-19,mopub,android_flightpilot,371,217910,168,11,0.03512004953881842
2020-05-19,ironsource,android_flightpilot,1918,0,62463,17893,59.079999912530184
2020-05-19,unityads,sniper3d,2254,2965015,1218801,0,5770.250026028603
2020-05-19,chartboost,android_flightpilot,305,0,6433,549,2.5228536300637643
2020-05-19,admob,ninjarunfree,636,144378,2844,267,31.21121221582871
2020-05-19,facebook,android_battletanksbeta,575,4238331,11308,225,147.59212067862973
2020-05-19,admob,flightpilot,1291,495025,9317,492,111.61503592063673
2020-05-19,facebook,battleroyale,2042,6340811,30965,528,437.4592971507227
2020-05-19,unityads,battleroyale,633,921112,84481,0,372.8199999909848
2020-05-19,vungle,android_flightpilot,613,0,278,115,0.009999999776482582
2020-05-19,vungle,flightpilot,187,0,135,25,0.0
2020-05-19,admob,android_battleroyale,1229,5029549,5399,86,89.05567693989724
2020-05-19,facebook,sniper3d,4124,55392204,619357,5937,2659.6397694236293
2020-05-19,chartboost,flightpilot,39,0,769,21,4.570477761793882
2020-05-19,adcolony,android_sniper3d,19,95,69,1,0.002240000059828162
2020-05-19,ironsource,ninjarunfree,1741,0,4558,1706,49.210001269355416
2020-05-19,facebook,flightpilot,1353,41749,7996,194,75.90588683774695
2020-05-19,unityads,android_battletanksbeta,448,1289201,323687,0,319.7200016397983
2020-05-19,ironsource,android_sniper3d,487,0,3725,18,1.2500000149011612
2020-05-19,adcolony,flightpilot,154,1966,1981,510,8.971102058218094
2020-05-19,facebook,android_flightpilot,2381,3225382,23218,693,241.37597000179812
2020-05-19,applovin,android_battletanksbeta,125,0,4252,1172,22.79999984614551
2020-05-19,applovin,android_battleroyale,211,0,3053,1263,16.61999980546534
2020-05-19,facebook,android_sniper3d,4104,158012796,749388,14411,1746.0021243878728
2020-05-19,tiktok,battleroyale,6,0,7016,584,79.9000015258789
2020-05-19,mintegral,flightpilot,387,269998,3566,1606,12.520000170916319
2020-05-19,mopub,sniper3d,1352,20386715,147155,20904,980.9579354024027
2020-05-19,tiktok,flightpilot,4,0,8,0,0.0
2020-05-19,vungle,android_sniper3d,1457,0,1977801,593437,4255.519981877878
2020-05-19,chartboost,android_battletanksbeta,1,0,1,0,0.0
2020-05-19,adcolony,sniper3d,12,34,36,0,0.0
2020-05-19,ironsource,battletanksbeta,828,0,6334,863,40.46999976411462
2020-05-19,unityads,android_flightpilot,1038,486974,106748,0,259.30000093206763
2020-05-19,ironsource,android_battletanksbeta,559,0,3019,808,16.150000035762787
2020-05-19,tiktok,sniper3d,84,0,512730,17698,3807.200013689697
2020-05-19,unityads,battletanksbeta,496,200087,18960,0,148.35999941267073
2020-05-19,applovin,battletanksbeta,218,0,5489,1023,25.45999987795949
2020-05-19,mopub,flightpilot,170,881,1,0,5.949999904260039E-4
2020-05-19,mopub,android_sniper3d,1345,64997009,399763,52318,1326.055355006596
2020-05-19,admob,android_sniper3d,1344,98502082,460864,7851,5074.107535596937
2020-05-19,scalemonk,flightpilot,2,"",6,"",0.00930999987758696
2020-05-19,unityads,flightpilot,664,65469,22587,0,108.30999964289367
2020-05-19,unityads,android_battleroyale,801,1425256,42838,0,192.45000025071204
2020-05-19,vungle,battleroyale,34,0,0,0,0.0
2020-05-19,vungle,sniper3d,1166,0,422127,278956,5585.479889372364
2020-05-19,chartboost,sniper3d,801,0,247415,172,2609.2144355034397
2020-05-19,inmobi,ninjarunfree,39,2918,66,10,0.038000001572072506
2020-05-19,facebook,ninjarunfree,787,99710,3839,181,33.06878046877682
2020-05-19,admob,battleroyale,841,3441836,8226,155,183.5884943092242
2020-05-19,chartboost,ninjarunfree,248,0,2818,828,2.8008745948027354
2020-05-20,admob,android_sniper3d,1342,94574673,471192,8194,5042.135869694408
2020-05-20,tiktok,battletanksbeta,3,0,0,0,0.0
2020-05-20,admob,android_battleroyale,1244,5553575,6171,55,97.59697550395504
2020-05-20,facebook,android_battleroyale,2704,10342985,48630,879,297.9678983608028
2020-05-20,vungle,battleroyale,34,0,0,0,0.0
2020-05-20,admob,battletanksbeta,1065,1003798,15358,312,304.45715159503743
2020-05-20,mopub,ninjarunfree,8,20,0,0,0.0
2020-05-20,applovin,flightpilot,301,0,8198,3125,53.940000811591744
2020-05-20,vungle,android_sniper3d,1536,0,1557765,430419,4125.330026272684
2020-05-20,unityads,android_sniper3d,2883,9047520,3812690,0,8636.679990747944
2020-05-20,facebook,battletanksbeta,1437,1196519,10396,230,197.33360328804702
2020-05-20,applovin,battleroyale,127,0,2584,988,40.6399997677654
2020-05-20,adcolony,ninjarunfree,9,38,21,3,0.0
2020-05-20,facebook,ninjarunfree,774,100403,3790,176,32.439471650868654
2020-05-20,mopub,android_sniper3d,1323,62451344,438835,58073,1492.720204229583
2020-05-20,vungle,android_flightpilot,593,0,285,128,0.18000000156462193
2020-05-20,adcolony,android_flightpilot,58,149,135,56,0.05854999995790422
2020-05-20,ironsource,android_battletanksbeta,564,0,3159,906,15.789999829605222
2020-05-20,ironsource,android_battleroyale,1506,0,39541,7341,43.139999862760305
2020-05-20,unityads,sniper3d,2294,2881571,1194673,0,5816.919985754415
2020-05-20,unityads,ninjarunfree,276,19379,2876,0,4.090000005438924
2020-05-20,ironsource,ninjarunfree,1580,0,4488,1547,47.739999044686556
2020-05-20,applovin,sniper3d,630,0,92880,27590,931.0600000657141
2020-05-20,chartboost,android_sniper3d,823,0,117366,663,877.0587789124475
2020-05-20,facebook,battleroyale,2009,6588668,31820,587,431.1776288985275
2020-05-20,facebook,android_battletanksbeta,587,4098771,12976,271,168.92709698155522
2020-05-20,facebook,sniper3d,4115,52271808,573781,5849,2690.5132797092083
2020-05-20,vungle,flightpilot,203,0,110,25,0.0
2020-05-20,ironsource,android_sniper3d,482,0,3481,11,0.9399999752640724
2020-05-20,vungle,ninjarunfree,51,0,0,0,0.0
2020-05-20,chartboost,android_flightpilot,271,0,6628,529,3.2676007551926887
2020-05-20,adcolony,flightpilot,150,2013,2005,498,9.465113941929303
2020-05-20,ironsource,sniper3d,3066,0,285800,46174,2162.2100029494613
2020-05-20,tiktok,battleroyale,4,0,6823,532,73.69999694824219
2020-05-20,facebook,android_sniper3d,4114,149582431,724020,13523,1737.3353569266037
2020-05-20,mopub,flightpilot,151,872,2,1,1.0710000060498714E-4
2020-05-20,admob,android_battletanksbeta,591,4327890,29272,401,497.6174075892195
2020-05-20,vungle,sniper3d,1167,0,368762,245748,4844.5999977476895
2020-05-20,ironsource,battleroyale,1453,0,15672,4682,140.44999785535038
2020-05-20,admob,sniper3d,1342,32141075,252454,5634,3577.8990761558525
2020-05-20,mopub,sniper3d,1339,19470507,158044,21627,1021.5498414346948
2020-05-20,scalemonk,flightpilot,1,"",5,"",0.007530000060796738
2020-05-20,inmobi,android_sniper3d,52,1425,0,0,0.0
2020-05-20,ironsource,android_flightpilot,1879,0,65037,18597,62.65999999642372
2020-05-20,applovin,android_sniper3d,1924,0,769399,246675,1887.1100105475634
2020-05-20,admob,ninjarunfree,608,138827,2640,235,25.695693377871066
2020-05-20,unityads,battleroyale,608,951673,87920,0,381.22000130079687
2020-05-20,applovin,android_battletanksbeta,147,0,4050,1039,22.130000015720725
2020-05-20,applovin,ninjarunfree,105,0,2387,643,2.220000045374036
2020-05-20,unityads,android_battletanksbeta,452,1264464,322605,0,310.29999689385295
2020-05-20,facebook,android_flightpilot,2283,3218825,23870,842,248.6078207892133
2020-05-20,inmobi,ninjarunfree,35,2497,61,5,0.03400000114925206
2020-05-20,mintegral,flightpilot,380,253838,3094,1456,10.459999866783619
2020-05-20,chartboost,ninjarunfree,257,0,2894,765,0.11736406919953879
2020-05-20,facebook,flightpilot,1388,42877,8962,248,86.00440284470096
2020-05-20,admob,battleroyale,859,3547009,9412,182,221.19006793294102
2020-05-20,applovin,android_flightpilot,857,0,62013,27921,136.14000060036778
2020-05-20,tiktok,flightpilot,4,0,6,0,0.0
2020-05-20,applovin,battletanksbeta,242,0,5384,939,23.210000118240714
2020-05-20,applovin,android_battleroyale,241,0,3372,1457,16.049999926239252
2020-05-20,admob,flightpilot,1316,512243,9887,455,112.94568858738057
2020-05-20,chartboost,flightpilot,36,0,2001,23,13.115618877214729
2020-05-20,adcolony,android_sniper3d,20,49,46,7,0.05544000066583976
2020-05-20,unityads,battletanksbeta,503,189886,17703,0,136.51000006124377
2020-05-20,chartboost,sniper3d,861,0,279284,170,2830.7850312423543
2020-05-20,vungle,android_battleroyale,108,0,10,1,0.019999999552965164
2020-05-20,unityads,flightpilot,672,67055,22048,0,103.5799994636327
2020-05-20,tiktok,sniper3d,67,0,498370,16922,3618.900035828352
2020-05-20,unityads,android_battleroyale,844,1561995,49330,0,218.03999940119684
2020-05-20,unityads,android_flightpilot,1044,487554,109570,0,259.03999940119684
2020-05-20,mintegral,ninjarunfree,578,110604,2768,1843,27.589999563992023
2020-05-20,admob,android_flightpilot,1513,3267531,73922,2098,544.477505044415
2020-05-20,ironsource,battletanksbeta,852,0,6362,758,39.399999871850014
2020-05-20,mopub,android_flightpilot,369,216570,147,14,0.14883889929842553
2020-05-20,ironsource,flightpilot,1261,0,8362,1815,53.84999971278012
2020-05-20,adcolony,sniper3d,12,50,50,0,0.0
2020-05-21,unityads,android_flightpilot,1067,496268,113333,0,265.26999874413013
2020-05-21,ironsource,flightpilot,1272,0,9144,1866,59.43000075779855
2020-05-21,adcolony,flightpilot,148,2509,2513,522,11.237045779183973
2020-05-21,adcolony,ninjarunfree,4,6,6,0,0.0
2020-05-21,applovin,android_battleroyale,295,0,3586,1127,16.129999862983823
2020-05-21,mopub,android_sniper3d,1332,60078490,397836,54988,1422.6447898648912
2020-05-21,vungle,android_flightpilot,609,0,294,138,1.2400000039488077
2020-05-21,inmobi,android_sniper3d,48,1216,3,0,0.0
2020-05-21,unityads,flightpilot,668,67337,21012,0,100.73000060394406
2020-05-21,vungle,flightpilot,202,0,125,18,0.18000000715255737
2020-05-21,unityads,battleroyale,616,972204,89753,0,388.7200003117323
2020-05-21,facebook,android_battleroyale,2678,10394532,47660,887,300.5276289823596
2020-05-21,mintegral,flightpilot,378,261120,5780,2776,17.839999962598085
2020-05-21,chartboost,flightpilot,42,0,1812,26,11.855660483706743
2020-05-21,unityads,battletanksbeta,493,181536,17587,0,136.88000093959272
2020-05-21,admob,android_sniper3d,1354,91469583,540305,9283,5226.117770720506
2020-05-21,facebook,battletanksbeta,1413,1137824,9855,281,192.74407924478874
2020-05-21,inmobi,ninjarunfree,39,2688,55,4,0.04400000150781125
2020-05-21,admob,battletanksbeta,1061,955759,13999,358,262.11268245615065
2020-05-21,applovin,android_battletanksbeta,193,0,4657,973,21.45999970473349
2020-05-21,admob,android_battletanksbeta,592,4162700,26889,598,451.7644170518033
2020-05-21,facebook,battleroyale,2029,6620273,32517,611,447.9010512253735
2020-05-21,vungle,android_battletanksbeta,1,0,0,0,0.0
2020-05-21,applovin,sniper3d,683,0,93212,28739,900.059985158965
2020-05-21,tiktok,battletanksbeta,2,0,0,0,0.0
2020-05-21,unityads,android_battletanksbeta,444,1204744,295279,0,296.5499972142279
2020-05-21,ironsource,android_battleroyale,1494,0,44310,7580,51.84000027552247
2020-05-21,applovin,battletanksbeta,253,0,5170,996,22.540000062435865
2020-05-21,ironsource,android_flightpilot,1846,0,70056,20240,94.43999964743853
2020-05-21,chartboost,android_sniper3d,837,0,117062,1014,875.3595322193469
2020-05-21,admob,sniper3d,1340,31642113,232226,4465,3409.539387742523
2020-05-21,admob,android_flightpilot,1495,3332336,76897,2231,576.3478638757679
2020-05-21,facebook,android_battletanksbeta,588,3973042,12227,232,166.6728999596089
2020-05-21,admob,flightpilot,1329,526636,10170,394,109.50368075538427
2020-05-21,tiktok,sniper3d,83,0,489842,17462,3434.1000123918056
2020-05-21,ironsource,android_battletanksbeta,579,0,6450,1056,32.32000011019409
2020-05-21,admob,android_battleroyale,1239,5638765,6906,110,107.77291496656835
2020-05-21,vungle,android_battleroyale,115,0,0,0,0.0
2020-05-21,scalemonk,flightpilot,1,"",10,"",0.023679999634623528
2020-05-21,applovin,battleroyale,134,0,2985,1159,48.14000036008656
2020-05-21,facebook,android_sniper3d,4125,145655381,1385117,24350,1765.0782591898678
2020-05-21,ironsource,android_sniper3d,496,0,3663,11,2.4100000020116568
2020-05-21,facebook,android_flightpilot,2296,3267453,25200,813,263.5800280592521
2020-05-21,chartboost,sniper3d,871,0,250861,146,2501.719325498474
2020-05-21,chartboost,ninjarunfree,235,0,3035,759,0.2640047506065457
2020-05-21,chartboost,android_flightpilot,280,0,6509,482,2.1780385624006158
2020-05-21,facebook,ninjarunfree,826,98696,4049,186,35.433656168868765
2020-05-21,facebook,flightpilot,1357,42687,9772,248,101.56662103615236
2020-05-21,applovin,android_sniper3d,1997,0,760787,252063,1879.5900080241263
2020-05-21,admob,battleroyale,840,3648431,10126,185,225.86741597857326
2020-05-21,mopub,android_flightpilot,358,220464,147,8,0.047552749994792975
2020-05-21,adcolony,android_flightpilot,61,142,142,29,0.09620899939909577
2020-05-21,mopub,flightpilot,164,949,0,0,0.0
2020-05-21,facebook,sniper3d,4103,52029558,586166,5772,2597.7574412836693
2020-05-21,tiktok,battleroyale,6,0,7007,589,85.79999923706055
2020-05-21,unityads,ninjarunfree,289,20221,3084,0,4.2600000612437725
2020-05-21,ironsource,battletanksbeta,852,0,7044,880,43.4500000923872
2020-05-21,mintegral,ninjarunfree,608,113069,2785,1825,27.72000022418797
2020-05-21,ironsource,battleroyale,1429,0,17140,4735,149.0300004631281
2020-05-21,unityads,sniper3d,2311,2797158,1127169,0,5622.099997032434
2020-05-21,vungle,ninjarunfree,47,0,0,0,0.0
2020-05-21,ironsource,sniper3d,3073,0,375512,53459,2745.8800192456692
2020-05-21,unityads,android_sniper3d,2913,8996228,3786889,0,8695.489995637909
2020-05-21,adcolony,android_sniper3d,21,76,63,2,0.001120000029914081
2020-05-21,applovin,ninjarunfree,112,0,2390,565,1.4800000190734863
2020-05-21,vungle,sniper3d,1189,0,335769,233307,4630.889979721978
2020-05-21,mopub,sniper3d,1336,19069849,143541,20819,929.1640652983915
2020-05-21,admob,ninjarunfree,621,142337,3065,300,33.40544203808531
2020-05-21,unityads,android_battleroyale,839,1570077,51025,0,227.44000123627484
2020-05-21,applovin,flightpilot,274,0,7838,2951,54.39999986067414
2020-05-21,vungle,battleroyale,30,0,0,0,0.0
2020-05-21,vungle,android_sniper3d,1534,0,1447781,426117,2526.6600010413677
2020-05-21,tiktok,flightpilot,4,0,5,1,0.0
2020-05-21,applovin,android_flightpilot,912,0,60081,27743,134.59999946318567
2020-05-21,mopub,ninjarunfree,2,2,0,0,0.0
2020-05-21,adcolony,sniper3d,14,65,63,2,0.0
2020-05-21,ironsource,ninjarunfree,1725,0,5237,1903,56.509999515488744
2020-05-22,admob,android_flightpilot,1532,3351003,78916,2352,573.9373735640111
2020-05-22,ironsource,flightpilot,1279,0,10723,2372,68.98000026121736
